date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:03:29	410/410	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:03:28%20GMT	https://mycsu.csuohio.edu/offices/hrd/emss/index.html	mycsu.csuohio.edu/offices/hrd/emss/index.html	(from https://mycsu.csuohio.edu/)
00:03:30	927/927	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:03:29%20GMT	https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Femss%2Findex.html&IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/login6258	(from https://mycsu.csuohio.edu/)
00:03:31	235/235	---M--	302	error ('Found')	text/html	date:Wed,%2020%20Mar%202024%2004:03:31%20GMT	http://mycsu.csuohio.edu/offices/hrd/benefits.html	mycsu.csuohio.edu/offices/hrd/benefits.html	(from https://mycsu.csuohio.edu/)
00:03:33	222/222	---M--	302	error ('Found')	text/html	date:Wed,%2020%20Mar%202024%2004:03:33%20GMT	http://mycsu.csuohio.edu/offices/hrd/	mycsu.csuohio.edu/offices/hrd/index.html	(from https://mycsu.csuohio.edu/)
00:03:33	239/239	---M--	302	error ('Found')	text/html	date:Wed,%2020%20Mar%202024%2004:03:33%20GMT	http://mycsu.csuohio.edu/offices/hrd/compensation.html	mycsu.csuohio.edu/offices/hrd/compensation.1a.delayed	(from https://mycsu.csuohio.edu/)
00:03:34	410/410	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:03:34%20GMT	https://mycsu.csuohio.edu/offices/hrd/compensation.html	mycsu.csuohio.edu/offices/hrd/compensation.1b.delayed	(from https://mycsu.csuohio.edu/)
00:03:35	915/915	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:03:34%20GMT	https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Fcompensation.html&IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/login8c73	(from https://mycsu.csuohio.edu/)
00:03:36	237/237	---M--	302	error ('Found')	text/html	date:Wed,%2020%20Mar%202024%2004:03:35%20GMT	http://mycsu.csuohio.edu/offices/hrd/employment.html	mycsu.csuohio.edu/offices/hrd/employment.html	(from https://mycsu.csuohio.edu/)
00:03:38	239/239	---M--	302	error ('Found')	text/html	date:Wed,%2020%20Mar%202024%2004:03:38%20GMT	http://mycsu.csuohio.edu/offices/hrd/benefits_eap.html	mycsu.csuohio.edu/offices/hrd/benefits_eap.html	(from https://mycsu.csuohio.edu/)
00:03:39	410/410	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:03:39%20GMT	https://mycsu.csuohio.edu/offices/hrd/benefits_eap.html	mycsu.csuohio.edu/offices/hrd/benefits_eap.20.delayed	(from https://mycsu.csuohio.edu/)
00:03:40	923/923	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:03:40%20GMT	https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Fbenefits_eap.html&IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/login897c	(from https://mycsu.csuohio.edu/)
00:03:41	232/232	---M--	302	error ('Found')	text/html	date:Wed,%2020%20Mar%202024%2004:03:41%20GMT	http://mycsu.csuohio.edu/offices/hrd/forms.html	mycsu.csuohio.edu/offices/hrd/forms.html	(from https://mycsu.csuohio.edu/)
00:03:43	231/231	---M--	302	error ('Found')	text/html	date:Wed,%2020%20Mar%202024%2004:03:43%20GMT	http://mycsu.csuohio.edu/offices/hrd/hris.html	mycsu.csuohio.edu/offices/hrd/hris.html	(from https://mycsu.csuohio.edu/)
00:03:44	402/402	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:03:44%20GMT	https://mycsu.csuohio.edu/offices/hrd/hris.html	mycsu.csuohio.edu/offices/hrd/hris.25.delayed	(from https://mycsu.csuohio.edu/)
00:03:45	915/915	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:03:44%20GMT	https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Fhris.html&IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/login7c19	(from https://mycsu.csuohio.edu/)
00:03:46	242/242	---M--	302	error ('Found')	text/html	date:Wed,%2020%20Mar%202024%2004:03:45%20GMT	http://mycsu.csuohio.edu/offices/hrd/labor_relations.html	mycsu.csuohio.edu/offices/hrd/labor_relations.html	(from https://mycsu.csuohio.edu/)
00:03:48	250/250	---M--	302	error ('Found')	text/html	date:Wed,%2020%20Mar%202024%2004:03:48%20GMT	http://mycsu.csuohio.edu/offices/hrd/policies_and_procedures.html	mycsu.csuohio.edu/offices/hrd/policies_and_procedures.html	(from https://mycsu.csuohio.edu/)
00:03:49	421/421	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:03:49%20GMT	https://mycsu.csuohio.edu/offices/hrd/policies_and_procedures.html	mycsu.csuohio.edu/offices/hrd/policies_and_procedures.2a.delayed	(from https://mycsu.csuohio.edu/)
00:03:50	938/938	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:03:49%20GMT	https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Fpolicies_and_procedures.html&IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/login0d02	(from https://mycsu.csuohio.edu/)
00:03:51	242/242	---M--	302	error ('Found')	text/html	date:Wed,%2020%20Mar%202024%2004:03:51%20GMT	http://mycsu.csuohio.edu/offices/hrd/training_and_od.html	mycsu.csuohio.edu/offices/hrd/training_and_od.html	(from https://mycsu.csuohio.edu/)
00:03:53	237/237	---M--	302	error ('Found')	text/html	date:Wed,%2020%20Mar%202024%2004:03:53%20GMT	http://mycsu.csuohio.edu/offices/hrd/volunteers.html	mycsu.csuohio.edu/offices/hrd/volunteers.html	(from https://mycsu.csuohio.edu/)
00:03:54	408/408	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:03:54%20GMT	https://mycsu.csuohio.edu/offices/hrd/volunteers.html	mycsu.csuohio.edu/offices/hrd/volunteers.2f.delayed	(from https://mycsu.csuohio.edu/)
00:03:55	923/923	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:03:54%20GMT	https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Fvolunteers.html&IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/login1a08	(from https://mycsu.csuohio.edu/)
00:03:56	232/232	---M--	302	error ('Found')	text/html	date:Wed,%2020%20Mar%202024%2004:03:55%20GMT	http://mycsu.csuohio.edu/offices/spr/index.html	mycsu.csuohio.edu/offices/spr/index.html	(from https://mycsu.csuohio.edu/)
00:03:58	408/408	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:03:58%20GMT	https://mycsu.csuohio.edu/offices/hrd/vikehealth.html	mycsu.csuohio.edu/offices/hrd/vikehealth.33.delayed	(from https://mycsu.csuohio.edu/)
00:03:58	13504/13504	---MC-	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202024%2004:03:58%20GMT	https://mycsu.csuohio.edu/offices/iraa/	mycsu.csuohio.edu/offices/iraa/index.html	(from https://mycsu.csuohio.edu/)
00:03:59	915/915	---M--	303	error ('See%20Other')	text/html	date:Wed,%2020%20Mar%202024%2004:03:58%20GMT	https://mycsu.csuohio.edu/mellon/login?ReturnTo=https%3A%2F%2Fmycsu.csuohio.edu%2Foffices%2Fhrd%2Fvikehealth.html&IdP=https%3A%2F%2Fsts.windows.net%2Fd7f3e79a%2D943d%2D4ace%2Daeab%2D209030807508%2F	mycsu.csuohio.edu/mellon/login6d7e	(from https://mycsu.csuohio.edu/)
00:04:01	814/814	---M--	200	added ('OK')	image/gif	etag:%2232e-4490b6bddab80%22	https://mycsu.csuohio.edu/graphics/mycsu/btn_closed1.gif	mycsu.csuohio.edu/graphics/mycsu/btn_closed1.gif	(from https://mycsu.csuohio.edu/inc/css/css-interface.css)
00:04:02	1490/1490	---M--	200	added ('OK')	image/gif	etag:%225d2-4490b6bddab80%22	https://mycsu.csuohio.edu/graphics/mycsu/btn_closed3.gif	mycsu.csuohio.edu/graphics/mycsu/btn_closed3.gif	(from https://mycsu.csuohio.edu/inc/css/css-interface.css)
00:04:03	819/819	---M--	200	added ('OK')	image/gif	etag:%22333-4490b6bddab80%22	https://mycsu.csuohio.edu/graphics/mycsu/btn_closed4.gif	mycsu.csuohio.edu/graphics/mycsu/btn_closed4.gif	(from https://mycsu.csuohio.edu/inc/css/css-interface.css)
00:04:04	1530/1530	---M--	200	added ('OK')	image/gif	etag:%225fa-4490b6b916040%22	https://mycsu.csuohio.edu/graphics/home/dd_bg.gif	mycsu.csuohio.edu/graphics/home/dd_bg.gif	(from https://mycsu.csuohio.edu/inc/css/css-interface.css)
00:04:05	1616/1616	---M--	200	added ('OK')	image/gif	etag:%22650-44eb77d005c80%22	https://mycsu.csuohio.edu/graphics/mycsu/dd_bg1.gif	mycsu.csuohio.edu/graphics/mycsu/dd_bg1.gif	(from https://mycsu.csuohio.edu/inc/css/css-interface.css)
00:04:06	2141/2141	---M--	200	added ('OK')	image/gif	etag:%2285d-4490b6becedc0%22	https://mycsu.csuohio.edu/graphics/mycsu/dd_bg3.gif	mycsu.csuohio.edu/graphics/mycsu/dd_bg3.gif	(from https://mycsu.csuohio.edu/inc/css/css-interface.css)
00:04:07	1554/1554	---M--	200	added ('OK')	image/gif	etag:%22612-44eb77d005c80%22	https://mycsu.csuohio.edu/graphics/mycsu/dd_bg4.gif	mycsu.csuohio.edu/graphics/mycsu/dd_bg4.gif	(from https://mycsu.csuohio.edu/inc/css/css-interface.css)
00:04:08	1470/1470	---M--	200	added ('OK')	image/gif	etag:%225be-4490b6b821e00%22	https://mycsu.csuohio.edu/graphics/home/btn_open.gif	mycsu.csuohio.edu/graphics/home/btn_open.gif	(from https://mycsu.csuohio.edu/inc/css/css-interface.css)
00:04:09	786/786	---M--	200	added ('OK')	image/gif	etag:%22312-4490b6bddab80%22	https://mycsu.csuohio.edu/graphics/mycsu/btn_open1.gif	mycsu.csuohio.edu/graphics/mycsu/btn_open1.gif	(from https://mycsu.csuohio.edu/inc/css/css-interface.css)
00:04:10	581/581	---M--	200	added ('OK')	image/gif	etag:%22245-4490b6becedc0%22	https://mycsu.csuohio.edu/graphics/mycsu/btn_open3.gif	mycsu.csuohio.edu/graphics/mycsu/btn_open3.gif	(from https://mycsu.csuohio.edu/inc/css/css-interface.css)
00:04:11	801/801	---M--	200	added ('OK')	image/gif	etag:%22321-4490b6becedc0%22	https://mycsu.csuohio.edu/graphics/mycsu/btn_open4.gif	mycsu.csuohio.edu/graphics/mycsu/btn_open4.gif	(from https://mycsu.csuohio.edu/inc/css/css-interface.css)
00:04:12	53/53	---M--	200	added ('OK')	image/gif	etag:%2235-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/4_bullet.gif	mycsu.csuohio.edu/graphics/global/4_bullet.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:13	89/89	---M--	200	added ('OK')	image/gif	etag:%2259-4cff68f4dfd00%22	https://mycsu.csuohio.edu/graphics/global/check1.gif	mycsu.csuohio.edu/graphics/global/check1.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:14	96/96	---M--	200	added ('OK')	image/gif	etag:%2260-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/btn_bkg.gif	mycsu.csuohio.edu/graphics/global/btn_bkg.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:15	96/96	---M--	200	added ('OK')	image/gif	etag:%2260-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/btn_bkg_o.gif	mycsu.csuohio.edu/graphics/global/btn_bkg_o.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:16	53/53	---M--	200	added ('OK')	image/gif	etag:%2235-4490b6b916040%22	https://mycsu.csuohio.edu/graphics/home/gray_divider.gif	mycsu.csuohio.edu/graphics/home/gray_divider.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:17	111/111	---M--	200	added ('OK')	image/gif	etag:%226f-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/bkg_body_rightgrn.gif	mycsu.csuohio.edu/graphics/global/bkg_body_rightgrn.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:18	111/111	---M--	200	added ('OK')	image/gif	etag:%226f-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/bkg_body_rightblu.gif	mycsu.csuohio.edu/graphics/global/bkg_body_rightblu.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:19	111/111	---M--	200	added ('OK')	image/gif	etag:%226f-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/bkg_body_rightltgrn.gif	mycsu.csuohio.edu/graphics/global/bkg_body_rightltgrn.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:20	120/120	---M--	200	added ('OK')	image/gif	etag:%2278-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/rightside_head.gif	mycsu.csuohio.edu/graphics/global/rightside_head.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:21	150/150	---M--	200	added ('OK')	image/gif	etag:%2296-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/rightside_head_blu.gif	mycsu.csuohio.edu/graphics/global/rightside_head_blu.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:22	150/150	---M--	200	added ('OK')	image/gif	etag:%2296-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/rightside_head_lg.gif	mycsu.csuohio.edu/graphics/global/rightside_head_lg.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:23	73/73	---M--	200	added ('OK')	image/gif	etag:%2249-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/corner_ul.gif	mycsu.csuohio.edu/graphics/global/corner_ul.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:24	74/74	---M--	200	added ('OK')	image/gif	etag:%224a-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/corner_ur.gif	mycsu.csuohio.edu/graphics/global/corner_ur.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:25	122/122	---M--	200	added ('OK')	image/gif	etag:%227a-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/rightside_bottom.gif	mycsu.csuohio.edu/graphics/global/rightside_bottom.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:26	122/122	---M--	200	added ('OK')	image/gif	etag:%227a-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/rightside_bottom_blu.gif	mycsu.csuohio.edu/graphics/global/rightside_bottom_blu.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:27	122/122	---M--	200	added ('OK')	image/gif	etag:%227a-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/rightside_bottom_lg.gif	mycsu.csuohio.edu/graphics/global/rightside_bottom_lg.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:28	74/74	---M--	200	added ('OK')	image/gif	etag:%224a-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/corner_ll.gif	mycsu.csuohio.edu/graphics/global/corner_ll.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:29	74/74	---M--	200	added ('OK')	image/gif	etag:%224a-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/corner_lr.gif	mycsu.csuohio.edu/graphics/global/corner_lr.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:30	55/55	---M--	200	added ('OK')	image/gif	etag:%2237-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/carrot1.gif	mycsu.csuohio.edu/graphics/global/carrot1.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:31	55/55	---M--	200	added ('OK')	image/gif	etag:%2237-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/carrot1_blu.gif	mycsu.csuohio.edu/graphics/global/carrot1_blu.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:32	55/55	---M--	200	added ('OK')	image/gif	etag:%2237-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/carrot1_lg.gif	mycsu.csuohio.edu/graphics/global/carrot1_lg.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:33	59/59	---M--	200	added ('OK')	image/gif	etag:%223b-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/carrot2.gif	mycsu.csuohio.edu/graphics/global/carrot2.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:34	59/59	---M--	200	added ('OK')	image/gif	etag:%223b-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/carrot2_blu.gif	mycsu.csuohio.edu/graphics/global/carrot2_blu.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:35	59/59	---M--	200	added ('OK')	image/gif	etag:%223b-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/carrot2_lg.gif	mycsu.csuohio.edu/graphics/global/carrot2_lg.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:36	59/59	---M--	200	added ('OK')	image/gif	etag:%223b-449bc7b4a7880%22	https://mycsu.csuohio.edu/graphics/global/carrot3.gif	mycsu.csuohio.edu/graphics/global/carrot3.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:37	59/59	---M--	200	added ('OK')	image/gif	etag:%223b-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/carrot3_blu.gif	mycsu.csuohio.edu/graphics/global/carrot3_blu.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:38	59/59	---M--	200	added ('OK')	image/gif	etag:%223b-449bc7b59bac0%22	https://mycsu.csuohio.edu/graphics/global/carrot3_lg.gif	mycsu.csuohio.edu/graphics/global/carrot3_lg.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:39	2009/2009	---M--	200	added ('OK')	image/gif	etag:%227d9-4490b6a41aec0%22	https://mycsu.csuohio.edu/graphics/extranet/btn_requestinfo.gif	mycsu.csuohio.edu/graphics/extranet/btn_requestinfo.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:40	2100/2100	---M--	200	added ('OK')	image/gif	etag:%22834-4490b6a41aec0%22	https://mycsu.csuohio.edu/graphics/extranet/btn_requestinfo_o.gif	mycsu.csuohio.edu/graphics/extranet/btn_requestinfo_o.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:41	2075/2075	---M--	200	added ('OK')	image/gif	etag:%2281b-4490b6a41aec0%22	https://mycsu.csuohio.edu/graphics/extranet/btn_visitcampus.gif	mycsu.csuohio.edu/graphics/extranet/btn_visitcampus.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:42	2201/2201	---M--	200	added ('OK')	image/gif	etag:%22899-4490b6a41aec0%22	https://mycsu.csuohio.edu/graphics/extranet/btn_visitcampus_o.gif	mycsu.csuohio.edu/graphics/extranet/btn_visitcampus_o.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:43	1944/1944	---M--	200	added ('OK')	image/gif	etag:%22798-4490b6a41aec0%22	https://mycsu.csuohio.edu/graphics/extranet/btn_applynow.gif	mycsu.csuohio.edu/graphics/extranet/btn_applynow.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
00:04:44	2062/2062	---M--	200	added ('OK')	image/gif	etag:%2280e-4490b6a41aec0%22	https://mycsu.csuohio.edu/graphics/extranet/btn_applynow_o.gif	mycsu.csuohio.edu/graphics/extranet/btn_applynow_o.gif	(from https://mycsu.csuohio.edu/inc/css/styles_general.css)
